marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,ethnicity,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing
married,10,male,2,singing,no,8973395,brown,1,5,2305,dispur,23,hindi,yes,8,30,cover,yes,yes,virtual,silky,no
married,17,male,1,traveling,no,6251352,green,1,12,263,panaji,3,punjabi,yes,21,9,rock,yes,yes,virtual,soft,no
unmarried,60,male,1,singing,no,403987,black,1,8,2375,bhubaneswar,10,hindi,yes,14,13,soft,yes,no,indoor,matte,yes
married,19,female,3,watching,no,938438,orange,2,10,2305,lucknow,5,tamil,no,16,33,metallic,yes,yes,outdoor,matte,not so often
married,28,unspecified,1,sports,yes,335973,black,1,8,3286,dispur,10,telugu,yes,14,10,mashups,yes,no,virtual,soft,yes
unmarried,55,female,3,sports,yes,3832751,green,4,4,884,kolkata,8,tamil,yes,15,6,hiphop,no,no,augmented,hard,yes
married,36,male,2,sleeping,yes,910711,purple,2,1,1219,bhubaneswar,17,malayalam,yes,14,3,pop,no,no,indoor,silky,no
married,62,female,3,cooking,no,1360106,orange,1,8,1166,delhi,14,punjabi,yes,14,8,folk,no,no,virtual,matte,no
married,59,female,1,dancing,no,980184,brown,7,7,3214,gangtok,15,malayalam,yes,18,14,mashups,no,no,indoor,soft,yes
married,19,male,2,sleeping,yes,112202,green,1,8,3749,itanagar,18,hindi,yes,14,1,pop,no,yes,indoor,silky,yes
divorced,11,male,1,sports,yes,588503,blue,1,6,251,patna,14,hindi,yes,14,14,hiphop,yes,no,augmented,soft,no
married,41,female,2,acting,yes,329840,black,1,4,3214,shimla,7,hindi,no,15,20,romantic,yes,no,virtual,fluffy,not so often
married,20,male,1,sports,no,336197,brown,2,10,1825,bhubaneswar,3,hindi,yes,20,9,pop,yes,no,outdoor,matte,not so often
unmarried,60,male,3,traveling,yes,9258371,blue,2,5,1468,jaipur,7,tamil,no,7,7,cover,no,no,virtual,soft,not so often
widow,62,female,1,cooking,yes,112202,black,2,12,2768,panaji,4,bengali,yes,11,29,jaaz,no,no,outdoor,fluffy,no
married,52,male,1,singing,yes,2753719,black,2,2,2672,itanagar,2,kannada,yes,16,23,metallic,yes,yes,indoor,matte,not so often
married,21,female,1,singing,yes,1795936,pink,4,10,1219,itanagar,10,malayalam,yes,21,19,jaaz,no,yes,outdoor,fluffy,no
married,12,male,1,sports,no,2462054,blue,2,1,3954,patna,28,tamil,no,12,8,pop,yes,no,augmented,matte,yes
divorced,59,male,2,sleeping,no,6941819,black,1,9,533,chandigarh,6,punjabi,no,5,9,metallic,yes,yes,outdoor,hard,no
divorced,58,female,1,reading,yes,987529,blue,1,11,828,jaipur,4,telugu,yes,6,27,soft,no,yes,outdoor,silky,no
unmarried,16,male,3,dancing,yes,5321373,white,4,9,519,dehradun,11,malayalam,yes,16,17,pop,no,yes,augmented,matte,yes
unmarried,29,male,2,dancing,yes,3498858,pink,1,8,2202,agartala,15,malayalam,yes,14,23,hiphop,yes,yes,outdoor,silky,yes
married,29,male,1,sports,yes,652739,blue,2,9,673,gangtok,16,punjabi,no,14,28,cover,no,no,augmented,silky,yes
unmarried,25,female,1,volunteering,yes,3350881,purple,4,1,853,mumbai,14,marathi,yes,9,2,romantic,no,yes,indoor,fluffy,no
unmarried,46,male,3,traveling,yes,891648,yellow,2,8,1355,raipur,9,marathi,yes,9,27,metallic,yes,yes,augmented,hard,no
married,17,male,1,sleeping,yes,967908,black,1,7,1718,ranchi,15,marathi,yes,14,8,folk,yes,no,augmented,soft,not so often
married,28,female,2,acting,no,851246,orange,2,10,2389,delhi,23,tamil,yes,16,17,rock,no,yes,indoor,matte,not so often
unmarried,23,male,3,sleeping,no,816236,purple,3,1,1468,shimla,8,marathi,yes,13,11,mashups,yes,yes,indoor,hard,no
unmarried,56,female,1,dancing,no,3498858,white,2,0,963,bangalore,28,bengali,yes,14,20,metallic,no,no,indoor,fluffy,yes
married,37,male,1,traveling,no,938438,grey,1,10,673,vijayawada,5,marathi,yes,13,3,romantic,yes,yes,indoor,hard,yes
unmarried,24,male,3,watching,no,1884102,red,3,1,921,agartala,10,kannada,yes,14,9,hiphop,yes,yes,augmented,hard,no
unmarried,53,male,3,sports,yes,6394389,yellow,1,8,1394,patna,7,punjabi,no,21,3,pop,yes,no,virtual,soft,no
married,30,female,2,cooking,yes,8596595,black,2,6,1902,mumbai,14,punjabi,yes,20,26,mashups,yes,yes,virtual,hard,no
married,24,female,2,watching,yes,987529,pink,1,5,2334,chandigarh,15,kannada,yes,18,15,soft,no,yes,indoor,soft,yes
married,20,male,3,reading,no,428343,orange,3,6,2202,shillong,6,bengali,yes,14,23,romantic,yes,no,outdoor,matte,no
married,26,female,3,dancing,yes,1360106,yellow,8,12,1503,chennai,25,telugu,no,14,9,folk,no,no,augmented,silky,no
married,31,male,3,sports,no,8154472,red,4,12,921,panaji,6,hindi,yes,12,19,cover,no,yes,outdoor,hard,no
divorced,27,male,1,sports,yes,910711,orange,2,10,883,lucknow,14,kannada,no,7,38,mashups,no,no,virtual,soft,no
married,59,female,2,dancing,yes,9525596,blue,2,9,3912,itanagar,20,kannada,yes,13,29,cover,yes,yes,augmented,hard,yes
married,11,female,4,volunteering,no,403987,purple,2,5,2334,srinagar,3,telugu,yes,0,21,pop,yes,yes,indoor,silky,yes
divorced,36,male,4,sleeping,yes,938438,black,2,12,897,raipur,4,marathi,no,14,19,hiphop,yes,yes,outdoor,soft,not so often
divorced,52,male,1,traveling,yes,1164430,black,2,10,521,chandigarh,23,hindi,yes,17,28,hiphop,yes,yes,indoor,fluffy,yes
unmarried,23,male,2,volunteering,no,949312,brown,2,4,379,itanagar,2,kannada,yes,14,29,cover,yes,yes,augmented,matte,no
married,6,female,1,cooking,no,399312,red,2,6,1649,lucknow,11,marathi,yes,14,26,hiphop,yes,no,augmented,hard,yes
married,47,unspecified,2,sports,yes,2074427,orange,2,12,355,gandhinagar,15,bengali,yes,23,19,mashups,yes,yes,indoor,silky,yes
married,8,female,3,cooking,no,584486,brown,2,9,853,jaipur,1,hindi,yes,7,27,jaaz,yes,no,outdoor,soft,no
unmarried,13,female,1,singing,no,716230,blue,8,5,1718,panaji,1,punjabi,no,6,36,soft,yes,no,virtual,silky,yes
unmarried,22,male,3,volunteering,no,8596595,pink,2,4,1869,mumbai,17,malayalam,yes,14,12,cover,yes,yes,augmented,fluffy,yes
married,20,male,4,reading,no,112202,purple,1,7,768,jammu,25,punjabi,yes,16,8,hiphop,no,yes,augmented,matte,not so often
married,29,female,3,sports,yes,1460818,brown,1,5,1468,mumbai,29,tamil,no,13,6,metallic,no,no,indoor,fluffy,not so often
married,19,male,1,singing,yes,7850318,yellow,3,10,2372,srinagar,10,bengali,yes,17,1,romantic,yes,yes,augmented,hard,yes
unmarried,19,male,3,acting,no,8596595,orange,4,6,921,thiruvananthapuram,20,marathi,yes,12,20,rock,yes,yes,outdoor,fluffy,no
unmarried,46,male,3,traveling,yes,754169,purple,1,10,3139,kohima,6,bengali,no,14,40,folk,yes,yes,indoor,fluffy,not so often
married,19,female,1,volunteering,no,7850318,red,2,7,1516,imphal,15,telugu,no,1,3,hiphop,yes,no,outdoor,silky,yes
divorced,21,male,2,cooking,no,150237,brown,2,9,689,chandigarh,3,bengali,yes,7,23,cover,no,yes,augmented,matte,yes
married,17,female,3,traveling,yes,987529,grey,2,9,3954,dispur,4,telugu,no,5,31,jaaz,yes,yes,outdoor,silky,yes
married,26,female,3,singing,no,1884102,grey,1,3,963,agartala,3,bengali,yes,16,7,jaaz,no,yes,indoor,silky,no
married,56,male,3,cooking,yes,104907,white,2,7,2299,ranchi,2,bengali,yes,14,20,romantic,yes,yes,outdoor,soft,yes
unmarried,72,female,4,singing,no,3017170,purple,2,4,2160,dispur,1,telugu,no,13,26,hiphop,no,yes,indoor,silky,no
unmarried,42,female,3,reading,yes,215870,red,2,9,632,shimla,7,hindi,yes,1,3,jaaz,yes,yes,augmented,matte,no
unmarried,29,male,3,sleeping,no,6969252,yellow,4,6,379,jammu,10,malayalam,yes,3,1,folk,yes,yes,augmented,fluffy,no
unmarried,72,male,3,acting,no,1718402,green,2,0,395,ranchi,15,telugu,yes,14,20,hiphop,no,no,augmented,matte,yes
married,42,male,1,sports,yes,716230,brown,4,12,2372,raipur,11,malayalam,no,13,30,cover,yes,yes,virtual,fluffy,no
unmarried,25,female,2,dancing,yes,949312,green,1,4,3214,kohima,10,telugu,yes,14,26,soft,no,yes,virtual,silky,no
married,59,female,1,sports,no,7135245,blue,4,10,2389,chandigarh,9,marathi,yes,16,10,folk,no,no,augmented,soft,yes
married,58,male,1,volunteering,yes,260870,brown,1,11,1542,lucknow,7,tamil,no,16,25,romantic,yes,no,outdoor,fluffy,no
married,60,male,4,sleeping,yes,6394389,pink,2,10,306,dispur,16,malayalam,no,13,25,metallic,no,no,outdoor,matte,not so often
divorced,29,male,2,sleeping,no,584486,yellow,2,8,1166,bangalore,15,malayalam,yes,12,7,cover,yes,yes,augmented,matte,no
married,12,male,2,watching,no,574390,white,4,10,2573,shillong,15,bengali,yes,18,15,romantic,yes,yes,virtual,soft,no
married,23,male,1,sleeping,yes,7508875,white,3,10,3286,imphal,1,bengali,no,5,20,jaaz,no,no,outdoor,soft,no
married,27,female,1,reading,no,4823265,orange,1,8,673,raipur,10,bengali,no,24,6,romantic,no,no,augmented,silky,not so often
widow,47,male,2,sports,yes,9258371,purple,1,6,370,shillong,5,bengali,yes,21,10,cover,yes,no,outdoor,hard,no
married,33,male,3,sports,no,1164430,red,4,10,3749,patna,8,marathi,no,16,21,soft,yes,no,outdoor,matte,not so often
married,39,female,2,dancing,yes,505020,brown,1,10,2445,bhopal,1,malayalam,yes,14,3,rock,yes,no,virtual,soft,not so often
married,53,male,3,singing,no,652739,orange,4,0,2305,ranchi,5,kannada,yes,12,10,romantic,no,yes,outdoor,fluffy,yes
married,14,female,3,sports,yes,1079127,purple,2,12,2202,dispur,14,malayalam,no,14,6,soft,yes,no,augmented,soft,not so often
divorced,8,male,1,dancing,yes,656271,purple,2,7,337,jammu,4,punjabi,yes,10,10,romantic,no,yes,indoor,soft,yes
married,53,male,2,reading,no,335973,black,2,4,2672,gandhinagar,1,kannada,yes,12,31,rock,no,yes,outdoor,matte,no
married,14,female,1,watching,no,893732,brown,3,4,2768,jammu,6,tamil,yes,14,20,folk,no,no,augmented,soft,not so often
unmarried,48,unspecified,1,singing,no,310904,green,2,8,1399,gangtok,6,kannada,yes,6,20,soft,no,no,indoor,hard,not so often
unmarried,15,female,1,dancing,no,112202,purple,1,10,2699,lucknow,5,marathi,yes,10,9,hiphop,yes,no,indoor,matte,no
unmarried,26,male,3,reading,yes,1718402,red,2,6,2445,thiruvananthapuram,15,bengali,yes,14,40,jaaz,yes,no,outdoor,silky,no
divorced,41,male,1,singing,no,6683746,purple,1,10,1399,delhi,8,marathi,yes,11,20,folk,no,yes,outdoor,soft,not so often
unmarried,25,male,4,volunteering,no,2338408,white,3,10,3954,raipur,1,tamil,yes,13,1,hiphop,no,yes,virtual,matte,yes
unmarried,18,female,3,dancing,no,7775818,grey,2,10,673,hyderbad,3,bengali,yes,7,28,folk,no,yes,outdoor,silky,no
unmarried,24,male,3,singing,yes,735697,yellow,2,4,1394,srinagar,6,bengali,no,12,10,cover,no,no,indoor,fluffy,not so often
married,53,female,2,sports,yes,1164430,green,2,10,3286,hyderbad,5,kannada,yes,13,5,soft,yes,yes,indoor,soft,yes
married,57,female,1,cooking,no,1164430,black,2,8,883,hyderbad,17,kannada,yes,14,9,romantic,yes,yes,indoor,silky,yes
married,36,female,3,singing,no,8543553,green,8,10,370,shillong,17,punjabi,yes,12,29,hiphop,yes,no,virtual,silky,yes
unmarried,31,female,2,sleeping,yes,6394389,black,7,9,3749,jammu,1,kannada,yes,12,9,romantic,no,no,indoor,fluffy,not so often
unmarried,23,female,1,sleeping,no,910711,brown,2,5,1718,ranchi,15,marathi,yes,12,14,folk,no,yes,augmented,fluffy,no
married,17,female,3,reading,no,652739,green,1,5,1767,agartala,6,kannada,yes,12,23,rock,no,yes,indoor,matte,not so often
married,36,male,2,dancing,no,5330846,purple,2,11,379,dispur,10,hindi,yes,14,8,cover,yes,no,indoor,hard,no
married,72,male,3,singing,no,4492854,black,2,4,355,ranchi,15,telugu,yes,12,38,folk,no,no,virtual,silky,not so often
married,42,male,3,sleeping,yes,589089,blue,2,8,370,lucknow,15,malayalam,no,17,10,mashups,no,yes,virtual,fluffy,no
married,37,male,3,watching,yes,816236,grey,2,12,828,bhubaneswar,13,telugu,no,15,3,pop,no,yes,outdoor,hard,not so often
married,34,male,3,acting,no,8017090,orange,2,7,3954,srinagar,17,bengali,no,12,28,soft,no,no,outdoor,matte,yes
married,36,male,4,acting,no,851246,white,1,10,2558,jaipur,6,kannada,yes,10,36,romantic,no,no,outdoor,silky,no
married,18,unspecified,2,cooking,yes,589089,black,1,6,632,chandigarh,10,punjabi,yes,13,1,jaaz,yes,yes,outdoor,hard,yes
divorced,15,female,2,sports,no,584486,grey,3,7,355,jaipur,10,malayalam,yes,12,8,mashups,yes,yes,virtual,soft,not so often
unmarried,14,male,3,volunteering,no,4648178,blue,2,8,828,aizawl,10,tamil,yes,12,7,pop,yes,no,virtual,silky,yes
unmarried,11,male,3,cooking,yes,6941819,yellow,3,5,1244,jaipur,11,malayalam,yes,14,11,rock,yes,yes,virtual,silky,not so often
married,41,female,1,traveling,yes,6251352,red,1,1,1468,chennai,15,kannada,yes,15,3,folk,yes,yes,augmented,hard,yes
married,13,female,1,traveling,yes,6153800,green,3,5,921,chandigarh,3,malayalam,yes,0,30,folk,no,yes,outdoor,fluffy,not so often
divorced,42,female,1,singing,yes,5007892,pink,2,6,3749,jaipur,4,bengali,yes,11,23,soft,yes,yes,augmented,soft,not so often
married,8,male,3,sports,yes,212243,white,8,9,897,raipur,2,bengali,yes,17,20,hiphop,yes,no,augmented,silky,not so often
unmarried,35,female,3,acting,no,891648,grey,1,8,1047,panaji,21,marathi,yes,14,40,hiphop,yes,no,augmented,silky,not so often
unmarried,53,male,1,dancing,no,310904,brown,1,10,395,gangtok,3,kannada,yes,17,8,pop,no,no,indoor,fluffy,yes
married,55,female,4,singing,yes,6394389,pink,2,0,2672,itanagar,2,marathi,yes,14,22,cover,no,no,augmented,silky,yes
married,14,female,1,dancing,no,3498858,grey,4,6,1516,jaipur,8,punjabi,no,12,6,soft,yes,no,indoor,silky,yes
divorced,30,female,1,acting,yes,6153800,red,2,11,2768,kohima,20,bengali,yes,5,14,pop,yes,yes,virtual,soft,no
unmarried,13,female,3,dancing,yes,2651024,brown,2,10,3286,agartala,7,punjabi,no,24,26,mashups,no,yes,outdoor,soft,not so often
married,24,male,2,reading,no,8596595,pink,2,11,3954,bhubaneswar,3,telugu,yes,17,10,folk,no,no,outdoor,silky,no
divorced,10,male,1,dancing,yes,938438,red,2,12,1166,kolkata,1,telugu,no,14,8,jaaz,yes,yes,indoor,hard,no
married,19,male,1,singing,no,1164430,purple,2,10,2372,chennai,14,marathi,yes,14,34,hiphop,no,no,augmented,fluffy,yes
unmarried,6,male,3,singing,no,3350881,pink,2,8,263,chennai,20,punjabi,yes,23,19,rock,yes,yes,indoor,hard,no
unmarried,5,female,2,volunteering,yes,5330846,red,2,3,1542,srinagar,8,malayalam,no,14,9,hiphop,yes,yes,virtual,fluffy,yes
married,5,male,2,acting,yes,8596595,white,4,10,396,kohima,4,hindi,yes,24,23,pop,yes,no,augmented,hard,no
widow,27,male,3,acting,no,6394389,green,3,10,1633,chennai,3,hindi,yes,13,5,pop,yes,no,outdoor,hard,yes
married,26,male,1,cooking,no,3498858,brown,1,8,3979,jaipur,4,kannada,yes,3,5,mashups,yes,no,virtual,matte,no
married,43,male,1,cooking,no,218690,white,4,8,1468,dispur,7,tamil,yes,3,29,cover,no,yes,outdoor,hard,yes
married,19,male,3,watching,no,8273815,green,3,9,1649,mumbai,14,bengali,yes,14,30,hiphop,yes,yes,indoor,hard,yes
married,41,female,1,watching,yes,212243,grey,2,8,2334,jaipur,6,kannada,yes,13,31,metallic,yes,yes,augmented,matte,yes
married,59,female,3,singing,no,8154472,green,1,9,1507,hyderbad,4,punjabi,yes,21,7,mashups,no,yes,indoor,silky,yes
married,25,female,1,acting,yes,260870,white,1,7,845,bhopal,8,malayalam,yes,10,6,folk,no,yes,virtual,soft,yes
unmarried,25,female,3,traveling,no,8348261,black,2,10,486,kohima,5,hindi,no,6,23,hiphop,no,no,augmented,matte,yes
unmarried,36,male,2,dancing,no,652739,purple,1,5,306,raipur,3,marathi,yes,5,9,pop,yes,no,augmented,fluffy,not so often
married,36,female,3,dancing,yes,5321373,grey,1,8,2305,thiruvananthapuram,6,tamil,yes,21,4,soft,yes,no,virtual,fluffy,not so often
unmarried,42,male,1,volunteering,yes,6251352,purple,2,10,883,ranchi,8,hindi,yes,14,22,rock,yes,yes,outdoor,matte,no
married,16,female,2,sleeping,yes,6683746,red,2,9,2375,srinagar,8,telugu,no,13,20,romantic,no,no,outdoor,soft,not so often
married,27,female,3,reading,no,3350881,brown,4,8,486,delhi,6,kannada,yes,14,8,soft,no,no,outdoor,matte,yes
married,60,male,3,singing,no,949312,brown,1,8,1166,delhi,9,punjabi,yes,14,11,cover,yes,no,outdoor,matte,no
unmarried,23,female,3,traveling,yes,6941819,black,1,8,884,chandigarh,1,malayalam,yes,16,8,cover,yes,no,virtual,silky,not so often
divorced,32,male,3,volunteering,yes,3046609,yellow,2,8,3972,panaji,9,telugu,no,17,22,jaaz,no,no,outdoor,soft,no
married,30,male,3,reading,no,3498858,grey,2,0,831,khammam,21,kannada,yes,9,4,mashups,no,no,virtual,silky,not so often
married,35,unspecified,4,singing,no,3498858,red,4,4,2202,jaipur,14,punjabi,yes,5,7,rock,yes,yes,indoor,soft,yes
married,53,male,3,watching,no,656271,black,4,10,1468,patna,1,marathi,no,21,30,jaaz,yes,yes,indoor,fluffy,yes
unmarried,16,female,4,watching,no,131480,orange,4,9,2699,hyderbad,2,telugu,yes,2,21,pop,yes,yes,augmented,matte,not so often
married,58,female,3,dancing,no,8543553,blue,1,4,2160,shimla,6,bengali,no,11,23,jaaz,no,yes,indoor,silky,no
unmarried,23,female,1,sports,yes,215870,pink,2,7,2699,patna,15,tamil,yes,23,10,metallic,yes,no,augmented,fluffy,no
widow,16,female,2,watching,no,505020,red,2,9,2202,gandhinagar,4,bengali,yes,12,20,pop,yes,no,indoor,soft,yes
married,21,male,3,cooking,yes,1460818,red,1,5,306,chandigarh,14,telugu,no,12,4,cover,no,yes,indoor,fluffy,not so often
divorced,52,male,1,cooking,no,5797253,blue,2,0,486,chennai,4,marathi,yes,13,7,hiphop,yes,yes,outdoor,fluffy,not so often
married,58,male,1,cooking,no,8017090,yellow,2,5,853,jaipur,25,telugu,no,12,31,folk,yes,yes,augmented,silky,yes
unmarried,26,female,3,cooking,yes,8973395,yellow,1,4,306,jaipur,5,marathi,yes,20,26,cover,yes,no,outdoor,hard,not so often
divorced,52,male,4,acting,yes,111985,purple,2,4,251,chandigarh,15,punjabi,yes,5,23,folk,yes,no,outdoor,fluffy,yes
widow,46,male,1,sports,yes,1360106,white,2,10,1633,hyderbad,20,tamil,yes,5,7,romantic,no,no,indoor,soft,yes
married,11,male,2,sleeping,yes,938438,white,2,11,2389,shillong,14,hindi,no,16,25,folk,no,yes,indoor,fluffy,yes
married,19,male,2,sports,yes,4648178,white,1,10,2558,shillong,3,punjabi,yes,14,27,rock,no,yes,outdoor,hard,not so often
married,22,male,1,traveling,yes,571428,white,1,12,1932,chandigarh,5,hindi,yes,16,5,metallic,no,yes,augmented,soft,not so often
married,48,male,2,watching,no,150237,brown,2,8,1825,raipur,9,malayalam,yes,11,30,rock,yes,no,indoor,hard,not so often
widow,55,female,2,watching,yes,2651024,purple,8,5,1503,hyderbad,4,telugu,no,16,23,rock,no,no,indoor,matte,yes
unmarried,36,male,2,watching,no,212243,purple,2,8,519,imphal,5,malayalam,no,22,12,jaaz,no,no,outdoor,silky,yes
unmarried,48,male,2,dancing,yes,5330846,black,1,6,1633,jammu,8,malayalam,yes,6,25,jaaz,yes,no,augmented,silky,no
unmarried,7,male,2,volunteering,no,2651024,pink,4,4,2334,bangalore,8,bengali,yes,12,27,metallic,yes,yes,outdoor,hard,no
unmarried,39,male,2,reading,no,309195,grey,2,10,370,raipur,2,punjabi,yes,14,3,rock,yes,no,augmented,silky,not so often
married,11,female,1,sports,no,336197,green,2,8,2372,ranchi,4,hindi,yes,12,26,metallic,yes,no,outdoor,silky,yes
unmarried,60,female,2,sports,no,2753719,white,1,5,2832,patna,3,hindi,yes,14,28,folk,no,no,outdoor,hard,not so often
married,25,male,2,dancing,no,4782671,white,2,8,3139,shillong,15,telugu,yes,3,10,romantic,no,yes,indoor,matte,not so often
married,7,male,3,dancing,no,309195,red,8,10,543,gandhinagar,7,punjabi,yes,14,29,pop,no,no,indoor,fluffy,no
married,22,male,2,sports,no,738824,green,2,10,379,gandhinagar,23,bengali,no,12,6,mashups,no,yes,virtual,hard,no
married,13,female,2,traveling,no,3498858,purple,1,11,884,chandigarh,9,malayalam,yes,7,8,pop,yes,yes,augmented,soft,not so often
divorced,58,male,3,volunteering,no,8154472,green,1,10,1244,dispur,14,kannada,yes,18,10,pop,yes,yes,outdoor,fluffy,not so often
married,18,female,4,sleeping,yes,2651024,red,2,10,1468,dispur,23,marathi,no,18,10,pop,yes,yes,virtual,silky,no
married,73,male,1,sports,no,148716,blue,1,4,831,agartala,3,hindi,no,7,5,soft,no,no,outdoor,fluffy,no
unmarried,23,female,3,volunteering,yes,893732,white,1,4,1767,jaipur,6,malayalam,no,12,10,cover,no,no,indoor,soft,not so often
widow,36,male,1,sleeping,yes,588503,red,2,6,897,shimla,4,kannada,yes,17,26,rock,yes,yes,indoor,hard,yes
married,52,male,1,acting,yes,891648,red,4,10,370,raipur,1,malayalam,yes,9,22,soft,yes,no,indoor,fluffy,not so often
married,30,male,1,watching,yes,738824,black,2,10,2558,khammam,8,telugu,yes,15,25,romantic,yes,no,augmented,fluffy,not so often
married,60,female,2,watching,no,257205,grey,4,4,486,panaji,25,bengali,no,14,20,romantic,no,yes,indoor,matte,yes
married,25,male,4,sleeping,yes,8596595,white,1,8,3979,dispur,28,bengali,yes,16,8,folk,yes,no,augmented,soft,not so often
married,31,female,2,traveling,no,212243,purple,2,6,1758,patna,7,telugu,yes,17,1,romantic,no,no,augmented,fluffy,yes
married,19,female,3,traveling,no,7135245,white,4,9,1166,bangalore,3,punjabi,yes,5,10,rock,yes,yes,virtual,soft,yes
married,73,male,1,sports,no,9525596,purple,2,6,2672,itanagar,2,punjabi,no,17,7,mashups,yes,no,augmented,silky,yes
married,17,male,1,reading,yes,436464,grey,1,5,1718,delhi,28,bengali,yes,14,11,cover,no,yes,outdoor,silky,not so often
widow,60,male,2,sleeping,yes,257205,grey,1,9,1649,itanagar,2,kannada,yes,22,10,jaaz,no,no,indoor,soft,not so often
unmarried,20,male,4,cooking,no,6251352,purple,4,8,2375,kolkata,8,kannada,yes,12,3,hiphop,yes,yes,augmented,soft,yes
unmarried,48,female,2,acting,no,215870,yellow,2,7,1758,jaipur,20,malayalam,no,10,10,jaaz,no,no,virtual,matte,no
unmarried,18,female,2,acting,no,4823265,red,1,10,1825,kolkata,6,telugu,no,14,29,jaaz,yes,no,indoor,fluffy,not so often
